Start Date,End Date,Portfolio name,Currency,Campaign Name,Country,Ad Group Name,Retailer,Targeting,Match Type,Impressions,Top-of-search impression share,Clicks,Click-through rate (CTR),Cost per click (CPC),Spend,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),7 Day Total Sales,7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Feb 04, 2026","Mar 16, 2026",Jars,USD,NM - SP - STR - Exact 1 - Jars - Jan 2026,United States,NM - SP - STR - Exact 1 - Jars - Jan 2026,Amazon,electrolytes collagen peptides powder,EXACT,12,31.2500%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - STR - Exact 1 - Jars - Jan 2026,United States,NM - SP - STR - Exact 1 - Jars - Jan 2026,Amazon,collagen drink mix,EXACT,770,2.5400%,4,0.5195%,3,12,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 05, 2026","Feb 26, 2026",Jars,USD,NM - SP - STR - Exact 1 - Jars - Jan 2026,United States,NM - SP - STR - Exact 1 - Jars - Jan 2026,Amazon,electrolyte powder plus creatine,EXACT,7,9.0900%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 02, 2026","Mar 17, 2026",Jars,USD,NM - SP - STR - Exact 3 - Jars - Jan 2026,United States,NM - SP - STR - Exact 3 - Jars - Jan 2026,Amazon,electrolyte and creatine powder,EXACT,435,0.1800%,2,0.4598%,4,8,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 17, 2026",Jars,USD,NM - SP - STR - Exact 3 - Jars - Jan 2026,United States,NM - SP - STR - Exact 3 - Jars - Jan 2026,Amazon,electrolyte powder with collagen,EXACT,189,26.5100%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Feb 10, 2026",Jars,USD,NM - SP - STR - Exact 3 - Jars - Jan 2026,United States,NM - SP - STR - Exact 3 - Jars - Jan 2026,Amazon,electrolyte mix with creatine,EXACT,2,20.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Mar 18, 2026",Jars,USD,NM - SP - STR - Exact 2 - Jars - Jan 2026,United States,NM - SP - STR - Exact 2 - Jars - Jan 2026,Amazon,electrolytes collagen protein,EXACT,84,22.8800%,1,1.1905%,4,4,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 01, 2026","Mar 16, 2026",Jars,USD,NM - SP - STR - Exact 2 - Jars - Jan 2026,United States,NM - SP - STR - Exact 2 - Jars - Jan 2026,Amazon,electrolytes creatine collagen,EXACT,776,19.6700%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 01, 2026","Feb 11, 2026",Jars,USD,NM - SP - STR - Exact 2 - Jars - Jan 2026,United States,NM - SP - STR - Exact 2 - Jars - Jan 2026,Amazon,electrolyte creatine powder,EXACT,103,2.9900%,1,0.9709%,4,4,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 03, 2026","Feb 24, 2026",Jars,USD,NM - SP - STR - Exact 2 - Jars - Jan 2026,United States,NM - SP - STR - Exact 2 - Jars - Jan 2026,Amazon,hydration creatine powder,EXACT,2,0.0000%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 17, 2026","Mar 16, 2026",Bottel,USD,NM - SP - Exact - Branded - Bottle - B0GKB943TS - Feb 2026,United States,NM - SP - Exact - Branded - Bottel - B0GKB943TS - Feb 2026,Amazon,harlo electrolytes,EXACT,141,1.0600%,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Feb 10, 2026","Mar 18, 2026",Bottel,USD,NM - SP - Exact - Branded - Bottle - B0GKB943TS - Feb 2026,United States,NM - SP - Exact - Branded - Bottel - B0GKB943TS - Feb 2026,Amazon,harlo,EXACT,231,11.1400%,3,1.2987%,1,3,7.8684%,12.71,35,1,1,33.3333%,0,1,0,35
"Feb 20, 2026","Mar 16, 2026",Bottel,USD,NM - SP - Phrase - Branded - Bottle - B0GKB943TS - Feb 2026,United States,NM - SP - Phrase - Branded - Bottel - B0GKB943TS - Feb 2026,Amazon,harlo electrolytes,PHRASE,167,1.2800%,1,0.5988%,3,3,,0.00,0,0,0,0.0000%,0,0,0,0
"Feb 10, 2026","Mar 16, 2026",Bottel,USD,NM - SP - Phrase - Branded - Bottle - B0GKB943TS - Feb 2026,United States,NM - SP - Phrase - Branded - Bottel - B0GKB943TS - Feb 2026,Amazon,harlo,PHRASE,85,9.1300%,1,1.1765%,0,0,1.1278%,88.67,40,1,2,100.0000%,2,0,40,0
"Mar 02, 2026","Mar 18, 2026",No Portfolio,USD,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,United States,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,Amazon,electrolyte supplement,PHRASE,2542,1.0000%,10,0.3934%,3,32,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 02, 2026","Mar 18, 2026",No Portfolio,USD,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,United States,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,Amazon,electrolyte drink mix,PHRASE,18363,0.6100%,41,0.2233%,4,171,488.8698%,0.20,35,1,1,2.4390%,0,1,0,35
"Mar 02, 2026","Mar 18, 2026",No Portfolio,USD,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,United States,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,Amazon,energy drink powder,PHRASE,8573,0.2300%,25,0.2916%,4,88,441.9048%,0.23,20,1,1,4.0000%,1,0,20,0
"Mar 02, 2026","Mar 18, 2026",No Portfolio,USD,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,United States,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,Amazon,pre workout powder,PHRASE,9568,0.0800%,13,0.1359%,3,37,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 02, 2026","Mar 18, 2026",No Portfolio,USD,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,United States,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,Amazon,creatine women,PHRASE,20104,0.0200%,26,0.1293%,3,68,124.5355%,0.80,55,2,2,7.6923%,1,1,20,35
"Mar 02, 2026","Mar 17, 2026",No Portfolio,USD,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,United States,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,Amazon,creatine powder,PHRASE,5399,0.0500%,26,0.4816%,3,67,193.0472%,0.52,35,1,1,3.8462%,1,0,35,0
"Mar 02, 2026","Mar 17, 2026",No Portfolio,USD,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,United States,NM - SP - Phrase - All Products Test w/o Collagen - March 2026,Amazon,creatine monohydrate powder,PHRASE,607,0.0000%,1,0.1647%,2,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 02, 2026","Mar 19, 2026",No Portfolio,USD,MN - SP - Phrase - Branded - Test w/o Collagen - March 2026,United States,MN - SP - Phrase - Branded - Test w/o Collagen - March 2026,Amazon,harlo,PHRASE,2334,22.1200%,49,2.0994%,1,55,5.7180%,17.49,959,18,29,36.7347%,13,16,429,529
"Mar 02, 2026","Mar 19, 2026",No Portfolio,USD,NM - SP - Auto - All Products Test w/o Collagen - March 2026,United States,NM - SP - Auto - All Products Test w/o Collagen - March 2026,Amazon,close-match,-,63897,0.0100%,204,0.3193%,2,398,26.4549%,3.78,1503,33,42,16.1765%,25,17,869,634
"Mar 02, 2026","Mar 19, 2026",No Portfolio,USD,NM - SP - Auto - All Products Test w/o Collagen - March 2026,United States,NM - SP - Auto - All Products Test w/o Collagen - March 2026,Amazon,loose-match,-,82475,0.0100%,148,0.1794%,2,252,180.5014%,0.55,140,8,8,5.4054%,7,1,105,35
"Mar 16, 2026","Mar 18, 2026",Stick Packs,USD,AUTO TEST MARCH 17 26,United States,STICK PACKS,Amazon,close-match,-,358,0.0500%,5,1.3966%,5,25,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 16, 2026","Mar 18, 2026",Stick Packs,USD,AUTO TEST MARCH 17 26,United States,STICK PACKS,Amazon,loose-match,-,890,0.2000%,10,1.1236%,4,39,111.5021%,0.90,35,1,1,10.0000%,1,0,35,0
"Mar 16, 2026","Mar 18, 2026",Stick Packs,USD,AUTO TEST MARCH 17 26,United States,STICK PACKS,Amazon,substitutes,-,40023,0.0100%,55,0.1374%,6,357,340.0572%,0.29,105,3,3,5.4545%,0,3,0,105
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group EXACT Match,Amazon,electrolytes packets,EXACT,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 18, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group EXACT Match,Amazon,electrolytes with creatine,EXACT,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 18, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group EXACT Match,Amazon,creatine electrolyte powder,EXACT,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,sports drink powder,EXACT,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,electrolyte drink mix,EXACT,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,creatine electrolyte powder,EXACT,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Competitor Manual - tzm4t6x8,United States,Ad Group BROAD Match,Amazon,lmnt,BROAD,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Competitor Manual - tzm4t6x8,United States,Ad Group BROAD Match,Amazon,vital proteins,BROAD,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Competitor Manual - tzm4t6x8,United States,Ad Group PHRASE Match,Amazon,lmnt,PHRASE,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Branded Manual - tzm4t6x8,United States,Ad Group BROAD Match,Amazon,harlo,BROAD,94,,9,9.5745%,1,6,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Branded Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,harlo,EXACT,18,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 18, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Branded Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,harlow,EXACT,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Branded Manual - tzm4t6x8,United States,Ad Group PHRASE Match,Amazon,harlo,PHRASE,27,,1,3.7037%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Branded Manual - tzm4t6x8,United States,Ad Group PHRASE Match,Amazon,drink harlo,PHRASE,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Branded Pat - th07fl47,United States,Ad Group 1,Amazon,"asin=""B0D6L2RZNH""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Branded Pat - th07fl47,United States,Ad Group 1,Amazon,"asin=""B0D6L3BFJ8""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - PAT - th07fl47,United States,Ad Group 1,Amazon,"category=""Sports Nutrition Electrolyte Replacement Drinks""",-,318,,1,0.3145%,2,2,3.4483%,29.00,45,1,1,100.0000%,0,1,0,45
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - PAT - th07fl47,United States,Ad Group 1,Amazon,"asin=""B0FN5W4CT5""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - PAT - th07fl47,United States,Ad Group 1,Amazon,"asin=""B0GNZ8Q315""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - PAT - th07fl47,United States,Ad Group 1,Amazon,"asin=""B0FLWW5KB8""",-,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - PAT - tzm4t6x8,United States,Ad Group 1,Amazon,"category=""Sports Nutrition Electrolyte Replacement Drinks""",-,697,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - PAT - tzm4t6x8,United States,Ad Group 1,Amazon,"asin=""B08ZJQ1XD4""",-,24,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - PAT - tzm4t6x8,United States,Ad Group 1,Amazon,"asin=""B07SH31T9V""",-,5,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - PAT - tzm4t6x8,United States,Ad Group 1,Amazon,"asin=""B0FBRG5SML""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - PAT - tzm4t6x8,United States,Ad Group 1,Amazon,"asin=""B0FN5W4CT5""",-,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - PAT - tzm4t6x8,United States,Ad Group 1,Amazon,"asin=""B085LS9BM3""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - PAT - tzm4t6x8,United States,Ad Group 1,Amazon,"asin=""B01MXDAHIB""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - PAT - tzm4t6x8,United States,Ad Group 1,Amazon,"asin=""B0DZ2WJGVY""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Auto - th07fl47,United States,Ad Group 1,Amazon,close-match,-,27,,1,3.7037%,1,1,2.0887%,47.88,35,1,1,100.0000%,1,0,35,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Auto - th07fl47,United States,Ad Group 1,Amazon,loose-match,-,68,,2,2.9412%,1,3,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 18, 2026","Mar 18, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Auto - th07fl47,United States,Ad Group 1,Amazon,complements,-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Auto - th07fl47,United States,Ad Group 1,Amazon,substitutes,-,5076,,4,0.0788%,2,6,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - PAT - th07fl47,United States,Ad Group 1,Amazon,"asin=""B08XQZX9K3""",-,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Auto - tzm4t6x8,United States,Ad Group 1,Amazon,close-match,-,29,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Auto - tzm4t6x8,United States,Ad Group 1,Amazon,loose-match,-,221,,1,0.4525%,1,1,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Auto - tzm4t6x8,United States,Ad Group 1,Amazon,complements,-,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Auto - tzm4t6x8,United States,Ad Group 1,Amazon,substitutes,-,499,,2,0.4008%,1,2,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group PHRASE Match,Amazon,collagen,PHRASE,37,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group PHRASE Match,Amazon,creatine,PHRASE,6,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group EXACT Match,Amazon,collagen,EXACT,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group BROAD Match,Amazon,collagen,BROAD,27,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group BROAD Match,Amazon,creatine,BROAD,6,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Branded Manual - th07fl47,United States,Ad Group PHRASE Match,Amazon,harlo,PHRASE,82,,4,4.8780%,1,3,7.5823%,13.19,35,1,1,25.0000%,0,1,0,35
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Branded Manual - th07fl47,United States,Ad Group EXACT Match,Amazon,harlo,EXACT,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 18, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Branded Manual - th07fl47,United States,Ad Group BROAD Match,Amazon,harlo,BROAD,13,,1,7.6923%,0,0,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Competitor Manual - th07fl47,United States,Ad Group PHRASE Match,Amazon,lmnt,PHRASE,2,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Competitor Manual - th07fl47,United States,Ad Group BROAD Match,Amazon,nuun,BROAD,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,electrolytes,EXACT,1,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,creatine electrolytes,EXACT,4,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,creatine and collagen,EXACT,4,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,electrolytes powder with,EXACT,5,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,collagen creatine powder,EXACT,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,electrolytes and creatine,EXACT,0,,0,,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group PHRASE Match,Amazon,electrolytes,PHRASE,15,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Manual - tzm4t6x8,United States,Ad Group PHRASE Match,Amazon,creatine and electrolytes,PHRASE,3,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA - STICKS - Perpetua - SP - Branded Manual - tzm4t6x8,United States,Ad Group EXACT Match,Amazon,harlo electrolytes,EXACT,6,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group PHRASE Match,Amazon,electrolytes,PHRASE,794,,3,0.3778%,4,12,,0.00,0,0,0,0.0000%,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Manual - th07fl47,United States,Ad Group EXACT Match,Amazon,electrolytes,EXACT,182,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
"Mar 19, 2026","Mar 19, 2026",No Portfolio,USD,PERPETUA TEST - Perpetua - SP - Branded Manual - th07fl47,United States,Ad Group EXACT Match,Amazon,harlo electrolytes,EXACT,5,,0,0.0000%,0,0,,,0,0,0,,0,0,0,0
